"Mês","DATA.MOV.","DATA.VALOR","DESCRIÇÃO","IMPORTÂNCIA","SALDO.CONTABILÍSTICO","CENTRO.DE.CUSTO","RUBRICA"
"3",2023-03-23,2023-03-23,"COMPRA   PIRIQUITA II",-17.2,21113.85,"BAR","COMPRAS"
"3",2023-03-24,2023-03-24,"COMPRA   TELMO CANASTRA",-13.95,21099.9,"BAR","COMPRAS"
"3",2023-03-24,2023-03-24,"COMPRA   PALADARES FRESCOS",-65.9,21034,"BAR","COMPRAS"
"3",2023-03-25,2023-03-25,"COMPRA   AUCHAN SINTRA",-27.28,21006.72,"BAR","COMPRAS"
"3",2023-03-25,2023-03-25,"LEV.ATM    3503",-50,20956.72,"BAR","COMPRAS"
"3",2023-03-25,2023-03-25,"LEV.ATM    3503",-50,20906.72,"BAR","COMPRAS"
"3",2023-03-27,2023-03-27,"SP-96611566046 Servicos Munici",-6.65,20900.07,"INSTALAÇÕES","CONSUMO ÁGUA (SMAS)"
"3",2023-03-27,2023-03-27,"COMPRA   REST APEADEIRO",-100,20800.07,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF. AMÉLIA IRENE FRANÇA RODRI",-500,20300.07,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ MARTA ISABEL PINTO",-14.34,20285.73,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ MARTA ISABEL PINTO",-17.33,20268.4,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ RICARDO PEREIRA",-54.3,20214.1,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"PAG.SERV. 21747 501418377",-365.39,19848.71,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.P/ LURDES BELO",-29.6,19819.11,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ LURDES BELO",-8.02,19811.09,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ LURDES BELO",-26.5,19784.59,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ LURDES BELO",-57.63,19726.96,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ LURDES BELO",-22,19704.96,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ BARBARA RITA SANTO",-24.9,19680.06,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ BARBARA RITA SANTO",-19.6,19660.46,"BAR","COMPRAS"
"3",2023-03-28,2023-03-28,"TRF.IPS P/ RICARDO PEREIRA",-500,19160.46,"BAR","COMPRAS"
"3",2023-03-29,2023-03-29,"COMPRA   LEROY MERLIN SINTRA",-98.47,19061.99,"BAR","COMPRAS"
"3",2023-03-29,2023-03-29,"COMPRA   DSTORE RETAIL SA",-34.99,19027,"BAR","COMPRAS"
"3",2023-03-30,2023-03-30,"TRF.P/ DANIEL ALEXANDRE",-70,18957,"BAR","COMPRAS"
"3",2023-03-31,2023-03-29,"COMPRA   BRICO DEPOT SINTRA",-7.1,18949.9,"BAR","COMPRAS"
